"initial_alias","converted_alias","name","description","namespace"
"209550_AT","ENSG00000182636","NDN","necdin, MAGE family member [Source:HGNC Symbol;Acc:HGNC:7675]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"229461_X_AT","ENSG00000172260","NEGR1","neuronal growth regulator 1 [Source:HGNC Symbol;Acc:HGNC:17302]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"1553194_AT","ENSG00000172260","NEGR1","neuronal growth regulator 1 [Source:HGNC Symbol;Acc:HGNC:17302]","AFFY_HG_U133_PLUS_2"
"243357_AT","ENSG00000172260","NEGR1","neuronal growth regulator 1 [Source:HGNC Symbol;Acc:HGNC:17302]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"239548_AT","ENSG00000172260","NEGR1","neuronal growth regulator 1 [Source:HGNC Symbol;Acc:HGNC:17302]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"1552309_A_AT","ENSG00000162614","NEXN","nexilin F-actin binding protein [Source:HGNC Symbol;Acc:HGNC:29557]","AFFY_HG_U133_PLUS_2"
"226103_AT","ENSG00000162614","NEXN","nexilin F-actin binding protein [Source:HGNC Symbol;Acc:HGNC:29557]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"206343_S_AT","ENSG00000157168","NRG1","neuregulin 1 [Source:HGNC Symbol;Acc:HGNC:7997]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"208231_AT","ENSG00000157168","NRG1","neuregulin 1 [Source:HGNC Symbol;Acc:HGNC:7997]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"206237_S_AT","ENSG00000157168","NRG1","neuregulin 1 [Source:HGNC Symbol;Acc:HGNC:7997]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"208230_S_AT","ENSG00000157168","NRG1","neuregulin 1 [Source:HGNC Symbol;Acc:HGNC:7997]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"208241_AT","ENSG00000157168","NRG1","neuregulin 1 [Source:HGNC Symbol;Acc:HGNC:7997]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"219855_AT","ENSG00000196368","NUDT11","nudix hydrolase 11 [Source:HGNC Symbol;Acc:HGNC:18011]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"228128_X_AT","ENSG00000182752","PAPPA","pappalysin 1 [Source:HGNC Symbol;Acc:HGNC:8602]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"1559400_S_AT","ENSG00000182752","PAPPA","pappalysin 1 [Source:HGNC Symbol;Acc:HGNC:8602]","AFFY_HG_U133_PLUS_2"
"224942_AT","ENSG00000182752","PAPPA","pappalysin 1 [Source:HGNC Symbol;Acc:HGNC:8602]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"201981_AT","ENSG00000182752","PAPPA","pappalysin 1 [Source:HGNC Symbol;Acc:HGNC:8602]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"201982_S_AT","ENSG00000182752","PAPPA","pappalysin 1 [Source:HGNC Symbol;Acc:HGNC:8602]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"224941_AT","ENSG00000182752","PAPPA","pappalysin 1 [Source:HGNC Symbol;Acc:HGNC:8602]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"224940_S_AT","ENSG00000182752","PAPPA","pappalysin 1 [Source:HGNC Symbol;Acc:HGNC:8602]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"220343_AT","ENSG00000171408","PDE7B","phosphodiesterase 7B [Source:HGNC Symbol;Acc:HGNC:8792]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"230109_AT","ENSG00000171408","PDE7B","phosphodiesterase 7B [Source:HGNC Symbol;Acc:HGNC:8792]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"243438_AT","ENSG00000171408","PDE7B","phosphodiesterase 7B [Source:HGNC Symbol;Acc:HGNC:8792]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"207002_S_AT","ENSG00000118495","PLAGL1","PLAG1 like zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:9046]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"207943_X_AT","ENSG00000118495","PLAGL1","PLAG1 like zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:9046]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"209318_X_AT","ENSG00000118495","PLAGL1","PLAG1 like zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:9046]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"209598_AT","ENSG00000240694","PNMA2","PNMA family member 2 [Source:HGNC Symbol;Acc:HGNC:9159]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"209597_S_AT","ENSG00000240694","PNMA2","PNMA family member 2 [Source:HGNC Symbol;Acc:HGNC:9159]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"219926_AT","ENSG00000132429","POPDC3","popeye domain containing 3 [Source:HGNC Symbol;Acc:HGNC:17649]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"217705_AT","ENSG00000184304","PRKD1","protein kinase D1 [Source:HGNC Symbol;Acc:HGNC:9407]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"205880_AT","ENSG00000184304","PRKD1","protein kinase D1 [Source:HGNC Symbol;Acc:HGNC:9407]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"208131_S_AT","ENSG00000124212","PTGIS","prostaglandin I2 synthase [Source:HGNC Symbol;Acc:HGNC:9603]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"210702_S_AT","ENSG00000124212","PTGIS","prostaglandin I2 synthase [Source:HGNC Symbol;Acc:HGNC:9603]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"211892_S_AT","ENSG00000124212","PTGIS","prostaglandin I2 synthase [Source:HGNC Symbol;Acc:HGNC:9603]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"1557938_S_AT","ENSG00000177469","CAVIN1","caveolae associated protein 1 [Source:HGNC Symbol;Acc:HGNC:9688]","AFFY_HG_U133_PLUS_2"
"208790_S_AT","ENSG00000177469","CAVIN1","caveolae associated protein 1 [Source:HGNC Symbol;Acc:HGNC:9688]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"208789_AT","ENSG00000177469","CAVIN1","caveolae associated protein 1 [Source:HGNC Symbol;Acc:HGNC:9688]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"235004_AT","ENSG00000112183","RBM24","RNA binding motif protein 24 [Source:HGNC Symbol;Acc:HGNC:21539]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"235570_AT","ENSG00000144642","RBMS3","RNA binding motif single stranded interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:13427]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"241789_AT","ENSG00000144642","RBMS3","RNA binding motif single stranded interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:13427]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"206767_AT","ENSG00000144642","RBMS3","RNA binding motif single stranded interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:13427]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"242137_AT","ENSG00000144642","RBMS3","RNA binding motif single stranded interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:13427]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"238447_AT","ENSG00000144642","RBMS3","RNA binding motif single stranded interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:13427]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"228802_AT","ENSG00000166831","RBPMS2","RNA binding protein, mRNA processing factor 2 [Source:HGNC Symbol;Acc:HGNC:19098]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"205407_AT","ENSG00000122707","RECK","reversion inducing cysteine rich protein with kazal motifs [Source:HGNC Symbol;Acc:HGNC:11345]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"1558116_X_AT","ENSG00000122707","RECK","reversion inducing cysteine rich protein with kazal motifs [Source:HGNC Symbol;Acc:HGNC:11345]","AFFY_HG_U133_PLUS_2"
"1558115_AT","ENSG00000122707","RECK","reversion inducing cysteine rich protein with kazal motifs [Source:HGNC Symbol;Acc:HGNC:11345]","AFFY_HG_U133_PLUS_2"
"212646_AT","ENSG00000131378","RFTN1","raftlin, lipid raft linker 1 [Source:HGNC Symbol;Acc:HGNC:30278]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"202627_S_AT","ENSG00000106366","SERPINE1","serpin family E member 1 [Source:HGNC Symbol;Acc:HGNC:8583]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"202628_S_AT","ENSG00000106366","SERPINE1","serpin family E member 1 [Source:HGNC Symbol;Acc:HGNC:8583]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"202896_S_AT","ENSG00000198053","SIRPA","signal regulatory protein alpha [Source:HGNC Symbol;Acc:HGNC:9662]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"202896_S_AT","ENSG00000225774","SIRPAP1","signal regulatory protein alpha pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:9663]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"202895_S_AT","ENSG00000198053","SIRPA","signal regulatory protein alpha [Source:HGNC Symbol;Acc:HGNC:9662]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"202895_S_AT","ENSG00000225774","SIRPAP1","signal regulatory protein alpha pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:9663]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"202897_AT","ENSG00000198053","SIRPA","signal regulatory protein alpha [Source:HGNC Symbol;Acc:HGNC:9662]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"202499_S_AT","ENSG00000059804","SLC2A3","solute carrier family 2 member 3 [Source:HGNC Symbol;Acc:HGNC:11007]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"222088_S_AT","ENSG00000059804","SLC2A3","solute carrier family 2 member 3 [Source:HGNC Symbol;Acc:HGNC:11007]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"222088_S_AT","ENSG00000173262","SLC2A14","solute carrier family 2 member 14 [Source:HGNC Symbol;Acc:HGNC:18301]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"236571_AT","ENSG00000059804","SLC2A3","solute carrier family 2 member 3 [Source:HGNC Symbol;Acc:HGNC:11007]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"202497_X_AT","ENSG00000059804","SLC2A3","solute carrier family 2 member 3 [Source:HGNC Symbol;Acc:HGNC:11007]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"216236_S_AT","ENSG00000059804","SLC2A3","solute carrier family 2 member 3 [Source:HGNC Symbol;Acc:HGNC:11007]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"216236_S_AT","ENSG00000173262","SLC2A14","solute carrier family 2 member 14 [Source:HGNC Symbol;Acc:HGNC:18301]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"202498_S_AT","ENSG00000059804","SLC2A3","solute carrier family 2 member 3 [Source:HGNC Symbol;Acc:HGNC:11007]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"219525_AT","ENSG00000142494","SLC47A1","solute carrier family 47 member 1 [Source:HGNC Symbol;Acc:HGNC:25588]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"212667_AT","ENSG00000113140","SPARC","secreted protein acidic and cysteine rich [Source:HGNC Symbol;Acc:HGNC:11219]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"200665_S_AT","ENSG00000113140","SPARC","secreted protein acidic and cysteine rich [Source:HGNC Symbol;Acc:HGNC:11219]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"204955_AT","ENSG00000101955","SRPX","sushi repeat containing protein X-linked [Source:HGNC Symbol;Acc:HGNC:11309]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"229336_AT","ENSG00000157350","ST3GAL2","ST3 beta-galactoside alpha-2,3-sialyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10863]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"217650_X_AT","ENSG00000157350","ST3GAL2","ST3 beta-galactoside alpha-2,3-sialyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10863]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"238896_AT","ENSG00000157350","ST3GAL2","ST3 beta-galactoside alpha-2,3-sialyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10863]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"205346_AT","ENSG00000157350","ST3GAL2","ST3 beta-galactoside alpha-2,3-sialyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10863]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"214954_AT","ENSG00000173705","SUSD5","sushi domain containing 5 [Source:HGNC Symbol;Acc:HGNC:29061]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"212962_AT","ENSG00000105137","SYDE1","synapse defective Rho GTPase homolog 1 [Source:HGNC Symbol;Acc:HGNC:25824]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"216271_X_AT","ENSG00000105137","SYDE1","synapse defective Rho GTPase homolog 1 [Source:HGNC Symbol;Acc:HGNC:25824]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"216272_X_AT","ENSG00000105137","SYDE1","synapse defective Rho GTPase homolog 1 [Source:HGNC Symbol;Acc:HGNC:25824]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"44702_AT","ENSG00000105137","SYDE1","synapse defective Rho GTPase homolog 1 [Source:HGNC Symbol;Acc:HGNC:25824]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2,AFFY_HG_U95B"
"207555_S_AT","ENSG00000006638","TBXA2R","thromboxane A2 receptor [Source:HGNC Symbol;Acc:HGNC:11608]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"336_AT","ENSG00000006638","TBXA2R","thromboxane A2 receptor [Source:HGNC Symbol;Acc:HGNC:11608]","AFFY_HC_G110,AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2,AFFY_HG_U95A,AFFY_HG_U95AV2"
"211590_X_AT","ENSG00000006638","TBXA2R","thromboxane A2 receptor [Source:HGNC Symbol;Acc:HGNC:11608]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"207554_X_AT","ENSG00000006638","TBXA2R","thromboxane A2 receptor [Source:HGNC Symbol;Acc:HGNC:11608]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"212385_AT","ENSG00000196628","TCF4","transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:11634]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"222146_S_AT","ENSG00000196628","TCF4","transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:11634]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"203753_AT","ENSG00000196628","TCF4","transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:11634]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"212382_AT","ENSG00000196628","TCF4","transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:11634]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"212386_AT","ENSG00000196628","TCF4","transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:11634]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"228837_AT","ENSG00000196628","TCF4","transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:11634]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"212387_AT","ENSG00000196628","TCF4","transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:11634]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"213891_S_AT","ENSG00000196628","TCF4","transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:11634]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"209908_S_AT","ENSG00000092969","TGFB2","transforming growth factor beta 2 [Source:HGNC Symbol;Acc:HGNC:11768]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"228121_AT","ENSG00000092969","TGFB2","transforming growth factor beta 2 [Source:HGNC Symbol;Acc:HGNC:11768]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"228121_AT","ENSG00000281453","TGFB2-OT1","TGFB2 overlapping transcript 1 [Source:HGNC Symbol;Acc:HGNC:50629]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"209909_S_AT","ENSG00000092969","TGFB2","transforming growth factor beta 2 [Source:HGNC Symbol;Acc:HGNC:11768]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"220407_S_AT","ENSG00000092969","TGFB2","transforming growth factor beta 2 [Source:HGNC Symbol;Acc:HGNC:11768]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"213338_AT","ENSG00000249992","TMEM158","transmembrane protein 158 [Source:HGNC Symbol;Acc:HGNC:30293]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"209656_S_AT","ENSG00000147027","TMEM47","transmembrane protein 47 [Source:HGNC Symbol;Acc:HGNC:18515]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"209655_S_AT","ENSG00000147027","TMEM47","transmembrane protein 47 [Source:HGNC Symbol;Acc:HGNC:18515]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"224090_S_AT","ENSG00000127863","TNFRSF19","TNF receptor superfamily member 19 [Source:HGNC Symbol;Acc:HGNC:11915]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"227812_AT","ENSG00000127863","TNFRSF19","TNF receptor superfamily member 19 [Source:HGNC Symbol;Acc:HGNC:11915]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"223827_AT","ENSG00000127863","TNFRSF19","TNF receptor superfamily member 19 [Source:HGNC Symbol;Acc:HGNC:11915]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"208349_AT","ENSG00000104321","TRPA1","transient receptor potential cation channel subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:497]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"217590_S_AT","ENSG00000104321","TRPA1","transient receptor potential cation channel subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:497]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"234004_AT","ENSG00000100154","TTC28","tetratricopeptide repeat domain 28 [Source:HGNC Symbol;Acc:HGNC:29179]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"213058_AT","ENSG00000100154","TTC28","tetratricopeptide repeat domain 28 [Source:HGNC Symbol;Acc:HGNC:29179]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"215146_S_AT","ENSG00000100154","TTC28","tetratricopeptide repeat domain 28 [Source:HGNC Symbol;Acc:HGNC:29179]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"228724_AT","ENSG00000137941","TTLL7","tubulin tyrosine ligase like 7 [Source:HGNC Symbol;Acc:HGNC:26242]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"219882_AT","ENSG00000137941","TTLL7","tubulin tyrosine ligase like 7 [Source:HGNC Symbol;Acc:HGNC:26242]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"210737_AT","ENSG00000166402","TUB","TUB bipartite transcription factor [Source:HGNC Symbol;Acc:HGNC:12406]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"228882_AT","ENSG00000166402","TUB","TUB bipartite transcription factor [Source:HGNC Symbol;Acc:HGNC:12406]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"208431_S_AT","ENSG00000166402","TUB","TUB bipartite transcription factor [Source:HGNC Symbol;Acc:HGNC:12406]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"228883_AT","ENSG00000166402","TUB","TUB bipartite transcription factor [Source:HGNC Symbol;Acc:HGNC:12406]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"213646_X_AT","ENSG00000123416","TUBA1B","tubulin alpha 1b [Source:HGNC Symbol;Acc:HGNC:18809]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"213646_X_AT","ENSG00000167552","TUBA1A","tubulin alpha 1a [Source:HGNC Symbol;Acc:HGNC:20766]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"201090_X_AT","ENSG00000123416","TUBA1B","tubulin alpha 1b [Source:HGNC Symbol;Acc:HGNC:18809]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"201090_X_AT","ENSG00000167552","TUBA1A","tubulin alpha 1a [Source:HGNC Symbol;Acc:HGNC:20766]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"212639_X_AT","ENSG00000123416","TUBA1B","tubulin alpha 1b [Source:HGNC Symbol;Acc:HGNC:18809]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"212639_X_AT","ENSG00000167552","TUBA1A","tubulin alpha 1a [Source:HGNC Symbol;Acc:HGNC:20766]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"212639_X_AT","ENSG00000167553","TUBA1C","tubulin alpha 1c [Source:HGNC Symbol;Acc:HGNC:20768]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"211058_X_AT","ENSG00000123416","TUBA1B","tubulin alpha 1b [Source:HGNC Symbol;Acc:HGNC:18809]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"211058_X_AT","ENSG00000167552","TUBA1A","tubulin alpha 1a [Source:HGNC Symbol;Acc:HGNC:20766]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"211058_X_AT","ENSG00000214391","TUBAP2","tubulin alpha pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:14531]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"209118_S_AT","ENSG00000167552","TUBA1A","tubulin alpha 1a [Source:HGNC Symbol;Acc:HGNC:20766]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"201387_S_AT","ENSG00000154277","UCHL1","ubiquitin C-terminal hydrolase L1 [Source:HGNC Symbol;Acc:HGNC:12513]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"231182_AT","ENSG00000115935","WIPF1","WAS/WASL interacting protein family member 1 [Source:HGNC Symbol;Acc:HGNC:12736]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"202665_S_AT","ENSG00000115935","WIPF1","WAS/WASL interacting protein family member 1 [Source:HGNC Symbol;Acc:HGNC:12736]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"202664_AT","ENSG00000115935","WIPF1","WAS/WASL interacting protein family member 1 [Source:HGNC Symbol;Acc:HGNC:12736]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"202663_AT","ENSG00000115935","WIPF1","WAS/WASL interacting protein family member 1 [Source:HGNC Symbol;Acc:HGNC:12736]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"221029_S_AT","ENSG00000111186","WNT5B","Wnt family member 5B [Source:HGNC Symbol;Acc:HGNC:16265]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"223537_S_AT","ENSG00000111186","WNT5B","Wnt family member 5B [Source:HGNC Symbol;Acc:HGNC:16265]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"203603_S_AT","ENSG00000169554","ZEB2","zinc finger E-box binding homeobox 2 [Source:HGNC Symbol;Acc:HGNC:14881]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"228333_AT","ENSG00000169554","ZEB2","zinc finger E-box binding homeobox 2 [Source:HGNC Symbol;Acc:HGNC:14881]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"235593_AT","ENSG00000169554","ZEB2","zinc finger E-box binding homeobox 2 [Source:HGNC Symbol;Acc:HGNC:14881]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"233031_AT","ENSG00000169554","ZEB2","zinc finger E-box binding homeobox 2 [Source:HGNC Symbol;Acc:HGNC:14881]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
